ISIN,NSE_SYMBOL,BSE_CODE,NAME,INDUSTRY GROUP,INDUSTRY
INE532F01054,EDELWEISS,nan,Edelweiss.Fin.,Finance,Holding Company
INE0FMW01018,QMSMEDI,nan,QMS Medical,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE0PQ001012,VISHNUINFR,nan,Vishnusurya Pro.,Other Construction Materials,Other Construction Materials
INE0QPI01025,SUDEEPPHRM,nan,Sudeep Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE0RCG01017,KCEIL,nan,Kay Cee,Construction,Civil Construction
INE385I01010,ALPA,nan,Alpa Laboratorie,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE060J01017,FLEXITUFF,nan,Flexituff Vent.,Textiles & Apparels,Other Textile Products
INE583B01015,SANDESH,nan,Sandesh,Media,Print Media
INE239A01024,NESTLEIND,nan,Nestle India,Food Products,Packaged Foods
INE0OFK01019,CRAYONS,nan,Crayons Advertis,Media,Advertising & Media Agencies
INE0S6S01017,HOACFOODS,nan,Hoac Foods,Food Products,Other Food Products
INE046A01015,RIIL,nan,Rel. Indl. Infra,Transport Services,Logistics Solution Provider
INE626A01014,SAURASHCEM,nan,Saurashtra Cem.,Cement & Cement Products,Cement & Cement Products
INE794W01014,MODTHREAD,nan,Modern Threads,Textiles & Apparels,Other Textile Products
INE0R1601012,PRESSTONIC,nan,Presstonic Engi.,Industrial Manufacturing,Industrial Products
INE0LA901015,JFLLIFE,nan,JFL Life,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE346A01027,ICICIAMC,nan,ICICI AMC,Capital Markets,Asset Management Company
INE0R7301013,RULKA,nan,Rulka,Construction,Civil Construction
INE029Q01017,BAHETI,nan,Baheti Recycling,Industrial Products,"Aluminium, Copper & Zinc Products"
INE389K01018,WELINV,nan,Welspun Investme,Finance,Investment Company
INE0QHG01026,SUPREMEPWR,nan,Supreme Power,Electrical Equipment,Other Electrical Equipment
INE0BZQ01011,RCDL,nan,Rajgor Castor,Agricultural Food & other Products,Edible Oil
INE674K01013,ABCAPITAL,nan,Aditya Birla Cap,Finance,Investment Company
INE0SQY01018,GSMFOILS,nan,GSM Foils,Industrial Products,Packaging
INE0GMR01016,SWARAJ,nan,Swaraj Suiting,Textiles & Apparels,Other Textile Products
INE0Q4701019,FONEBOX,nan,Fonebox Retail,Retailing,Speciality Retail
INE0QBU01012,CPS,nan,C P S Shapers,Textiles & Apparels,Garments & Apparels
INE0A1E01018,SIDDHIKA,nan,Siddhika Coatins,Consumer Durables,Paints
INE0O0201019,URBAN,nan,Urban Enviro,Other Utilities,Waste Management
INE02S501018,SHREEOSFM,nan,Shree OSFM,Transport Services,Road Transport
INE02EE01019,IPSL,nan,Integrated Perso,Commercial Services & Supplies,Diversified Commercial Services
INE843B01013,MAHAPEXLTD,nan,Maha Rashtra Apx,Finance,Other Financial Services
INE0DEZ01013,K2INFRA,nan,K2 Infragen,Construction,Civil Construction
INE844A01013,PEARLPOLY,nan,Pearl Polymers,Consumer Durables,Plastic Products - Consumer
INE055C01020,KEEPLEARN,nan,DSJ Keep Learn,Other Consumer Services,Education
INE296A01032,BAJFINANCE,nan,Bajaj Finance,Finance,Non Banking Financial Company (NBFC)
INE0P6P01016,CPEDU,nan,Career Point Edu,Other Consumer Services,Education
INE0CFG01012,PRLIND,nan,Premier Roadline,Transport Services,Logistics Solution Provider
INE0HKW01018,PRECISION,nan,Precision Metal.,Auto Components,Auto Components & Equipments
INE0QJL01014,TCL,nan,Thaai,Auto Components,Auto Components & Equipments
INE0JR301013,MADHAVBAUG,nan,Vaidya Sane,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE824G01012,JSWHL,nan,JSW Holdings,Finance,Investment Company
INE137C01018,ALPHAGEO,nan,Alphageo (India),Oil,Offshore Support Solution Drilling
INE852O01025,APTUS,nan,Aptus Value Hou.,Finance,Housing Finance Company
INE385O01018,FROG,nan,Frog Innovations,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
INE0ONG01011,NTPCGREEN,nan,NTPC Green Ene.,Power,Power Generation
INE0OSJ01014,VINSYS,nan,Vinsys IT Serv.,Other Consumer Services,Education
INE0QP001012,MARCO,nan,Marco Cables,Industrial Products,Cables - Electricals
INE495B01038,SUVEN,nan,Suven Life Scie.,Healthcare Services,"Healthcare Research, Analytics & Technology"
INE0JFJ01011,BAWEJA,nan,Baweja Studios L,Entertainment,"Film Production, Distribution & Exhibition"
INE040M01013,TREEHOUSE,nan,Tree House Edu.,Other Consumer Services,Education
INE0E7301029,WAKEFIT,nan,Wakefit Innovati,Consumer Durables,"Furniture, Home Furnishing"
INE0SUN01013,NEPHROCARE,nan,Nephro Care,Healthcare Services,Hospital
INE0KT901015,AMEYA,nan,Ameya Precision,Industrial Products,Other Industrial Products
INE0NR701018,KRISHCA,nan,Krishca Strapp.,Industrial Products,Iron & Steel Products
INE802W01023,BOHRAIND,nan,Bohra Industries,Fertilizers & Agrochemicals,Fertilizers
INE0PIC01017,HIGREEN,nan,Hi-Green Carbon,Other Utilities,Waste Management
INE08NJ01024,ARABIAN,nan,Arabian Petrol.,Petroleum Products,Lubricants
INE918I01026,BAJAJFINSV,nan,Bajaj Finserv,Finance,Holding Company
INE0STN01015,SILKFLEX,nan,Silkflex Polymer,Chemicals & Petrochemicals,Specialty Chemicals
INE075Z01011,CMRSL,nan,Cyber Media Res.,Media,Advertising & Media Agencies
INE0US801024,MFML,nan,Mahalaxmi Fab.,Textiles & Apparels,Other Textile Products
INE0RDE01010,SIGNORIA,nan,Signoria Creatio,Textiles & Apparels,Garments & Apparels
INE726G01019,ICICIPRULI,nan,ICICI Pru Life,Insurance,Life Insurance
INE0UH301010,OMNI,nan,Omnitech Engg.,Industrial Manufacturing,Industrial Products
INE0S9101013,WINNY,nan,Winny Immigratio,Leisure Services,"Tour, Travel Related Services"
INE0N4G01012,PARAGON,nan,Paragon Fine,Chemicals & Petrochemicals,Dyes And Pigments
INE658T01017,WEALTH,nan,Wealth First Por,Finance,Other Financial Services
INE19RI01016,TENNIND,nan,Tenneco Clean,Auto Components,Auto Components & Equipments
INE419U01012,HAPPSTMNDS,nan,Happiest Minds,IT - Software,Computers - Software & Consulting
INE0TGX01019,CHEMBONDCH,nan,Chembond Chemic.,Chemicals & Petrochemicals,Specialty Chemicals
INE0R7R01018,ITALIANE,nan,Italian Edibles,Food Products,Packaged Foods
INE947N01017,AEQUS,nan,Aequs,Aerospace & Defense,Aerospace & Defense
INE0INX01018,AEGISVOPAK,nan,Aegis Vopak Term,Oil,Oil Storage & Transportation
INE0LCW01025,ISHAN,nan,Ishan Internat.,Industrial Manufacturing,Industrial Products
INE155G01029,NDTV,nan,NDTV,Entertainment,TV Broadcasting & Software Production
INE405Y01021,GOLDSTAR,nan,Goldstar Power,Auto Components,Auto Components & Equipments
INE00D001018,REXPIPES,nan,Rex Pipes&Cables,Industrial Products,Plastic Products - Industrial
INE623Y01011,WTICAB,nan,Wise Travel,Transport Services,Road Transport
INE0ILV01024,CAPILLARY,nan,Capillary Tech.,IT - Software,Software Products
INE0PC901019,BIRDYS,nan,Grill Splendour,Leisure Services,Restaurants
INE306L01010,QUICKHEAL,nan,Quick Heal Tech,IT - Software,Software Products
INE780C01023,JMFINANCIL,nan,JM Financial,Finance,Holding Company
INE063P01018,EQUITASBNK,nan,Equitas Sma. Fin,Banks,Other Bank
INE558D01021,CORALFINAC,nan,Coral India Fin.,Commercial Services & Supplies,Diversified Commercial Services
INE239C01020,STYLAMIND,nan,Stylam Industrie,Consumer Durables,Plywood Boards/ Laminates
INE0PK601023,OCCLLTD,nan,OCCL,Chemicals & Petrochemicals,Commodity Chemicals
INE0HPK01020,DUGLOBAL,nan,DU Digital,Leisure Services,"Tour, Travel Related Services"
INE03CC01015,JUBLCPL,nan,Jubilant Agri,Chemicals & Petrochemicals,Specialty Chemicals
INE593W01028,FOCUS,nan,Focus Lighting,Consumer Durables,Consumer Electronics
INE269B01029,LMW,nan,LMW,Industrial Manufacturing,Industrial Products
INE0KZA01016,SKP,nan,SKP Bearing,Industrial Products,Abrasives & Bearings
INE530B01024,IIFL,nan,IIFL Finance,Finance,Non Banking Financial Company (NBFC)
INE0UOS01011,SANOFICONR,nan,Sanofi Consumer,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE382T01030,GVPTECH,nan,GVP Infotech,IT - Software,Computers - Software & Consulting
INE994V01012,PROLIFE,nan,Prolife Indust.,Chemicals & Petrochemicals,Dyes And Pigments
INE16SF01016,BORANA,nan,Borana Weaves,Textiles & Apparels,Other Textile Products
INE995S01015,NIVABUPA,nan,Niva Bupa Health,Insurance,General Insurance
INE0AZY01017,VILAS,nan,Vilas Transcore,Industrial Products,Other Industrial Products
INE0MRA01019,RITEZONE,nan,Rite Zone,Chemicals & Petrochemicals,Specialty Chemicals
INE035D01020,SOTL,nan,Savita Oil Tech,Petroleum Products,Lubricants
INE0LEZ01016,ATHERENERG,nan,Ather Energy,Automobiles,2/3 Wheelers
INE224E01028,GATECH,nan,GACM Tech,Finance,Other Financial Services
INE0LEX01011,SAHANA,nan,Sahana Systems,IT - Services,IT Enabled Services
INE0O9T01021,BAJAJINDEF,nan,Indef Manufactur,Industrial Manufacturing,Industrial Products
INE142K01011,LYPSAGEMS,nan,Lypsa Gems,Consumer Durables,"Gems, Jewellery And Watches"
INE364Z01019,REPL,nan,Rudrabhish. Ent.,Construction,Civil Construction
INE501X01029,AYE,nan,Aye Finance,Finance,Non Banking Financial Company (NBFC)
INE0SK801018,DELAPLEX,nan,Delaplex,IT - Software,Computers - Software & Consulting
INE095I01015,PPAP,nan,PPAP Automotive,Auto Components,Auto Components & Equipments
INE0RRU01016,IEML,nan,Indian Emuls,Chemicals & Petrochemicals,Specialty Chemicals
INE771F01041,FISCHER,nan,Fischer Medical,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE920A01037,DOLPHIN,nan,Dolphin Offshore,Oil,Offshore Support Solution Drilling
INE886D01026,EFCIL,nan,EFC (I),Commercial Services & Supplies,Diversified Commercial Services
INE531F01023,NUVAMA,nan,Nuvama Wealth,Capital Markets,Stockbroking & Allied
INE0SCO01019,DPEL,nan,Divine Power,Industrial Products,Cables - Electricals
INE0DGC01025,SWASTIK,nan,Swastik Pipe,Industrial Products,Iron & Steel Products
INE0I3Y01014,BMETRICS,nan,Bombay Metrics,Commercial Services & Supplies,Trading & Distributors
INE0Q6H01012,SONAMAC,nan,Sona Machinery,Industrial Manufacturing,Industrial Products
INE03DD01011,RETAIL,nan,JHS Svend.Retail,Retailing,Diversified Retail
INE0RJM01010,NAMAN,nan,Naman Industries Proxima,Consumer Durables,"Furniture, Home Furnishing"
INE0O7A01017,PRAMARA,nan,Pramara Promotio,Media,Advertising & Media Agencies
INE412C01023,JMA,nan,Jullundur Motor,Auto Components,Trading - Auto components
INE0NCC01015,ARIHANTACA,nan,Arihant Academy,Other Consumer Services,Education
INE391D01019,TRF,nan,TRF,Industrial Manufacturing,Industrial Products
INE0OLS01010,VINYAS,nan,Vinyas Innovativ,Industrial Manufacturing,Industrial Products
INE04LG01015,PAR,nan,Par Drugs & Che.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE243D01012,BFUTILITIE,nan,BF Utilities,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
INE12UN01015,SHADOWFAX,nan,Shadowfax Technologies,Transport Services,Logistics Solution Provider
INE0QD201012,TECHLABS,nan,Trident Techlabs,IT - Software,Computers - Software & Consulting
INE0MJQ01020,PRITIKA,nan,Pritika Engineer,Auto Components,Auto Components & Equipments
INE0P8B01020,GAUDIUMIVF,nan,Gaudium IVF,Healthcare Services,Healthcare Service Provider
INE326T01011,NIRAJISPAT,nan,Niraj Ispat Ind.,Consumer Durables,Plastic Products - Consumer
INE0MEG01014,VIVIANA,nan,Viviana Power,Construction,Civil Construction
INE01IH01015,SYLVANPLY,nan,Sylvan Plyboard,Consumer Durables,Plywood Boards/ Laminates
INE660A01013,SUNDARMFIN,nan,Sundaram Finance,Finance,Non Banking Financial Company (NBFC)
INE370E01029,VIVIDHA,nan,Visagar Polytex,Textiles & Apparels,Garments & Apparels
INE418H01029,ALLCARGO,nan,Allcargo Logist.,Transport Services,Logistics Solution Provider
INE610C01014,ARENTERP,nan,Rajdarshan Inds,Metals & Minerals Trading,Trading - Minerals
INE134E01011,PFC,nan,Power Fin.Corpn.,Finance,Financial Institution
INE253B01015,21STCENMGM,nan,21st Cent. Mgmt.,Capital Markets,Other Capital Market related Services
INE0ISZ01012,ZTECH,nan,Z-Tech (India),Other Utilities,Waste Management
INE531R01010,MEGATHERM,nan,Megatherm Indu.,Industrial Products,Other Industrial Products
INE759V01019,HEADSUP,nan,Heads UP Venture,Textiles & Apparels,Trading - Textile Products
INE477A01020,CANFINHOME,nan,Can Fin Homes,Finance,Housing Finance Company
INE0R9I01021,ENSER,nan,Enser,IT - Services,IT Enabled Services
INE0JZA01018,SONUINFRA,nan,Sonu Infratech,Construction,Civil Construction
INE0O5T01011,REMUS,nan,Remus Pharma.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE0O7401018,IBLFL,nan,IBL Finance,Finance,Non Banking Financial Company (NBFC)
INE0O7R01011,SYSTANGO,nan,Systango Tech,IT - Software,Computers - Software & Consulting
INE116G01013,VARDHACRLC,nan,Vardhman Acrylic,Textiles & Apparels,Other Textile Products
INE03V001013,UNIVPHOTO,nan,Universus Photo,Consumer Durables,Consumer Electronics
INE0SRI01019,VERITAAS,nan,Veritaas Adver.,Media,Advertising & Media Agencies
INE0T7B01010,SPCL,nan,Shivalic Power,Electrical Equipment,Other Electrical Equipment
INE020B01018,RECLTD,nan,REC Ltd,Finance,Financial Institution
INE0Q9601016,WOMANCART,nan,Womancart,Retailing,E-Retail/ E-Commerce
INE117B01020,CURAA,nan,Cura Tech.,IT - Software,Computers - Software & Consulting
INE090501011,SCODATUBES,nan,Scoda Tubes,Industrial Products,Iron & Steel Products
INE450S01011,MHHL,nan,Mohini Health,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE0MM001019,SHERA,nan,Shera Energy,Industrial Products,"Aluminium, Copper & Zinc Products"
INE0NA301016,RBMINFRA,nan,RBM Infracon,Commercial Services & Supplies,Diversified Commercial Services
INE0P7201019,DRONE,nan,Drone Destinatio,Other Consumer Services,Education
INE460Q01014,SCML,nan,Sharp Chucks and,Industrial Products,Castings & Forgings
INE0OIP01012,MONOPHARMA,nan,Mono Pharmacare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE0MGM01017,ANNAPURNA,nan,Annapurna Swadi.,Food Products,Packaged Foods
INE410B01037,VINATIORGA,nan,Vinati Organics,Chemicals & Petrochemicals,Specialty Chemicals
INE0QW501012,BABAFP,nan,Baba Food,Food Products,Other Food Products
INE217G01035,EQUIPPP,nan,Equippp Social,IT - Software,Computers - Software & Consulting
INE0PSC01024,DIGIDRIVE,nan,Digidrive Dist.,Retailing,E-Retail/ E-Commerce
INE0BYP01024,OSWALPUMPS,nan,Oswal Pumps,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE710A01016,VSTIND,nan,VST Industries,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
INE0PUC01020,SARTELE,nan,Sar Televenture,Telecom - Services,Telecom - Infrastructure
INE0QJ901011,DIGIKORE,nan,Digikore Studios,Entertainment,Media & Entertainment
INE0N7F01017,HOMESFY,nan,Homesfy Realty,Realty,Real Estate related services
INE0R4701017,ALPEXSOLAR,nan,Alpex Solar,Electrical Equipment,Other Electrical Equipment
INE054301028,ODIGMA,nan,Odigma Consultan,IT - Services,IT Enabled Services
INE922A01025,BEPL,nan,Bhansali Engg.,Chemicals & Petrochemicals,Specialty Chemicals
INE127D01025,HDFCAMC,nan,HDFC AMC,Capital Markets,Asset Management Company
INE0JW501011,SPRL,nan,SP Refractories,Industrial Products,Electrodes & Refractories
INE0LF301013,AGNI,nan,Agni Green,Construction,Civil Construction
INE0M7001010,TAPIFRUIT,nan,Tapi Fruit,Food Products,Packaged Foods
INE374B01019,MUKTAARTS,nan,Mukta Arts,Entertainment,"Film Production, Distribution & Exhibition"
INE668A01016,TMB,nan,T N Merc. Bank,Banks,Private Sector Bank
INE764L01010,SADBHIN,nan,Sadbhav Infra.,Construction,Civil Construction
INE725E01024,ORISSAMINE,nan,Orissa Minerals,Minerals & Mining,Industrial Minerals
INE472M01018,MTEDUCARE,nan,MT Educare,Other Consumer Services,Education
INE0OPS01011,OLIL,nan,OneClick Logisti,Transport Services,Logistics Solution Provider
INE562A01011,INDIANB,nan,Indian Bank,Banks,Public Sector Bank
INE105I01020,SELMC,nan,SEL Mfg. Co,Textiles & Apparels,Other Textile Products
INE294G01026,ROML,nan,Raj Oil Mills,Agricultural Food & other Products,Edible Oil
INE270A01029,ALOKINDS,nan,Alok Industries,Textiles & Apparels,Other Textile Products
INE0V0W01025,GKSL,nan,Gujarat Kidney,Healthcare Services,Hospital
INE162C01024,PARASPETRO,nan,Paras Petrofils,Finance,Investment Company
INE036D01028,KARURVYSYA,nan,Karur Vysya Bank,Banks,Private Sector Bank
INE457A01014,MAHABANK,nan,Bank of Maha,Banks,Public Sector Bank
INE226H01026,SADBHAV,nan,Sadbhav Engg.,Construction,Civil Construction
INE251H01024,GVKPIL,nan,GVK Power Infra.,Construction,Civil Construction
INE691A01018,UCOBANK,nan,UCO Bank,Banks,Public Sector Bank
INE800H01010,OMAXE,nan,Omaxe,Realty,"Residential, Commercial Projects"
INE01Z401013,SHUBHLAXMI,nan,Shubhlaxmi Jewel,Consumer Durables,"Gems, Jewellery And Watches"
INE795G01014,HDFCLIFE,nan,HDFC Life Insur.,Insurance,Life Insurance
INE776C01039,GMRAIRPORT,nan,GMR Airports,Transport Infrastructure,Airport & Airport services
INE863T01013,JITFINFRA,nan,JITF Infra Logis,Other Utilities,Water Supply & Management
INE680A01011,DHANBANK,nan,Dhanlaxmi Bank,Banks,Private Sector Bank
INE075B01020,SICALLOG,nan,Sical Logistics,Transport Services,Logistics Solution Provider
INE168A01041,J&KBANK,nan,J & K Bank,Banks,Private Sector Bank
INE308E01029,SVPGLOB,nan,SVP Global,Textiles & Apparels,Other Textile Products
INE503A01015,DCBBANK,nan,DCB Bank,Banks,Private Sector Bank
INE0O3901029,TREL,nan,TransIndia Real,Transport Services,Logistics Solution Provider
INE03HW01020,VLEGOV,nan,VL E-Governance,IT - Services,IT Enabled Services
INE949L01017,AUBANK,nan,AU Small Finance,Banks,Other Bank
INE084A01016,BANKINDIA,nan,Bank of India,Banks,Public Sector Bank
INE545U01014,BANDHANBNK,nan,Bandhan Bank,Banks,Private Sector Bank
INE476A01022,CANBK,nan,Canara Bank,Banks,Public Sector Bank
INE874F01027,RADAAN,nan,Radaan Media.,Entertainment,Media & Entertainment
INE692A01016,UNIONBANK,nan,Union Bank (I),Banks,Public Sector Bank
INE822G01016,ELECTHERM,nan,Electrotherm(I),Industrial Products,Iron & Steel Products
INE672A01026,TATAINVEST,nan,Tata Inv.Corpn.,Finance,Investment Company
INE047O01014,NIBL,nan,NRB Indl Bearing,Industrial Products,Abrasives & Bearings
INE160A01022,PNB,nan,Punjab Natl.Bank,Banks,Public Sector Bank
INE683A01023,SOUTHBANK,nan,South Ind.Bank,Banks,Private Sector Bank
INE02NC01014,FINOPB,nan,Fino Payments,Banks,Other Bank
INE062A01020,SBIN,nan,SBI,Banks,Public Sector Bank
INE976G01028,RBLBANK,nan,RBL Bank,Banks,Private Sector Bank
INE551Q01028,VSCL,nan,Vadivarhe Speci.,Chemicals & Petrochemicals,Specialty Chemicals
INE070C01037,COMPINFO,nan,Compuage Info.,IT - Hardware,Computers Hardware & Equipments
INE481Y01014,GICRE,nan,General Insuranc,Insurance,General Insurance
INE0TO601017,YASHOPTICS,nan,Yash Optics,Consumer Durables,Diversified consumer products
INE818W01011,ESAFSFB,nan,ESAF Small Fin,Banks,Other Bank
INE278B01020,RAMANEWS,nan,Shree Rama News.,"Paper, Forest & Jute Products",Paper & Paper Products
INE632X01030,SHRENIK,nan,Shrenik,"Paper, Forest & Jute Products",Paper & Paper Products
INE614B01018,KTKBANK,nan,Karnataka Bank,Banks,Private Sector Bank
INE575P01011,STARHEALTH,nan,Star Health Insu,Insurance,General Insurance
INE237A01036,KOTAKBANK,nan,Kotak Mah. Bank,Banks,Private Sector Bank
INE778K01012,EMAMIREAL,nan,Emami Realty Ltd,Realty,"Residential, Commercial Projects"
INE550H01011,SUPREMEINF,nan,Supreme Infra.,Construction,Civil Construction
INE040A01034,HDFCBANK,nan,HDFC Bank,Banks,Private Sector Bank
INE268B01013,KREBSBIO,nan,Krebs Biochem,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE287Z01012,GAYAHWS,nan,Gayatri Highways,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
INE735W01017,UTKARSHBNK,nan,Utkarsh Small F.,Banks,Other Bank
INE008A01015,IDBI,nan,IDBI Bank,Banks,Private Sector Bank
INE428Q01011,SURYODAY,nan,Suryoday Small,Banks,Other Bank
INE378D01032,MADHUCON,nan,Madhucon Project,Construction,Civil Construction
INE08S201019,YCCL,nan,Yasons Chemex,Chemicals & Petrochemicals,Dyes And Pigments
INE278G01037,CYBERMEDIA,nan,Cyber Media Ind,Media,Electronic Media
INE00C401011,MAL,nan,Mangalam Alloys,Industrial Products,Iron & Steel Products
INE561H01026,PARSVNATH,nan,Parsvnath Devl.,Realty,"Residential, Commercial Projects"
INE608A01012,PSB,nan,Pun. & Sind Bank,Banks,Public Sector Bank
INE679A01013,CSBBANK,nan,CSB Bank,Banks,Private Sector Bank
INE717A01029,KENNAMET,nan,Kennametal India,Industrial Manufacturing,Industrial Products
INE0O2D01012,SOTAC,nan,Sotac Pharma.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE526G01021,VIVIMEDLAB,nan,Vivimed Labs.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE953L01027,JSFB,nan,Jana Small Finan,Banks,Other Bank
INE087H01022,RENUKA,nan,Sh.Renuka Sugar,Agricultural Food & other Products,Sugar
INE542C01019,NKIND,nan,N K Industries,Agricultural Food & other Products,Edible Oil
INE095A01012,INDUSINDBK,nan,IndusInd Bank,Banks,Private Sector Bank
INE0PLQ01011,MAITREYA,nan,Maitreya Medica.,Healthcare Services,Hospital
INE238A01034,AXISBANK,nan,Axis Bank,Banks,Private Sector Bank
INE0S2E01016,VISHWAS,nan,Vishwas Agri,Agricultural Food & other Products,Other Agricultural Products
INE878E01021,SETCO,nan,Setco Automotive,Auto Components,Auto Components & Equipments
INE020801028,SPENCERS,nan,Spencer's Retail,Retailing,Diversified Retail
INE483A01010,CENTRALBK,nan,Central Bank,Banks,Public Sector Bank
INE587G01015,KAYA,nan,Kaya Ltd,Leisure Services,Wellness
INE383H01017,MALUPAPER,nan,Malu Paper,"Paper, Forest & Jute Products",Paper & Paper Products
INE353A01023,NDLVENTURE,nan,NDL Ventures,Finance,Other Financial Services
INE1TAE01010,TMCV,nan,Tata Motors,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
INE090A01021,ICICIBANK,nan,ICICI Bank,Banks,Private Sector Bank
INE0R8M01017,OWAIS,nan,Owais Metal,Ferrous Metals,Ferro & Silica Manganese
INE016M01021,DNAMEDIA,nan,Diligent Media,Media,Electronic Media
INE03JT01014,GODIGIT,nan,Go Digit General,Insurance,General Insurance
INE669E01016,IDEA,nan,Vodafone Idea,Telecom - Services,Telecom - Cellular & Fixed line services
INE092T01019,IDFCFIRSTB,nan,IDFC First Bank,Banks,Private Sector Bank
INE0N7W01012,BLAL,nan,BEML Land Assets,Finance,Investment Company
INE835A01029,VARDMNPOLY,nan,Vardhman Polytex,Textiles & Apparels,Other Textile Products
INE646H01017,CAPITALSFB,nan,Capital Small,Banks,Other Bank
INE565A01014,IOB,nan,I O B,Banks,Public Sector Bank
INE142I01023,TAKE,nan,Take Solutions,Healthcare Services,"Healthcare Research, Analytics & Technology"
INE747B01016,NEXTMEDIA,nan,Next Mediaworks,Entertainment,Media & Entertainment
INE266D01021,GRAUWEIL,nan,Grauer & Weil,Chemicals & Petrochemicals,Commodity Chemicals
INE171A01029,FEDERALBNK,nan,Federal Bank,Banks,Private Sector Bank
INE028A01039,BANKBARODA,nan,Bank of Baroda,Banks,Public Sector Bank
INE551W01018,UJJIVANSFB,nan,Ujjivan Small,Banks,Other Bank
INE234A01025,NOVARTIND,nan,Novartis India,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE491A01021,CUB,nan,City Union Bank,Banks,Private Sector Bank
INE884B01025,KIRLFER,nan,Kirl. Ferrous,Ferrous Metals,Pig Iron
INE533A01012,GOODYEAR,nan,Goodyear India,Auto Components,Tyres & Rubber Products
INE177F01017,KOVAI,nan,Kovai Medical,Healthcare Services,Hospital
INE528G01035,YESBANK,nan,Yes Bank,Banks,Private Sector Bank
INE28GN01010,ADVENTHTL,nan,Advent Hotels,Leisure Services,Hotels & Resorts
INE08KD01015,ASCOM,nan,Ascom Leasing &,Finance,Non Banking Financial Company (NBFC)
INE369I01014,IL&FSENGG,nan,IL&FS Engg.,Construction,Civil Construction
INE614Z01017,GIRIRAJ,nan,Giriraj Civil,Construction,Civil Construction
INE836F01026,DISHTV,nan,Dish TV India,Entertainment,TV Broadcasting & Software Production
INE454M01024,NAGAFERT,nan,Nagarjuna Fert.,Fertilizers & Agrochemicals,Fertilizers
INE640C01011,SHAHALLOYS,nan,Shah Alloys,Industrial Products,Iron & Steel Products
INE416A01051,AQYLON,nan,Aqylon Nexus,Entertainment,TV Broadcasting & Software Production
INE126M01010,IBULLSLTD,nan,Indiabulls,Commercial Services & Supplies,Diversified Commercial Services
INE436A01026,ANSALAPI,nan,Ansal Properties,Realty,"Residential, Commercial Projects"
INE440L01017,TIJARIA,nan,Tijaria Polypipe,Industrial Products,Plastic Products - Industrial
INE09FA01019,YUDIZ,nan,Yudiz Solutions,IT - Software,Computers - Software & Consulting
INE927A01040,ROLLT,nan,Rollatainers,Industrial Products,Packaging
INE022C01012,EUROTEXIND,nan,Eurotex Industri,Textiles & Apparels,Other Textile Products
INE262A01018,HMT,nan,HMT,Industrial Manufacturing,Industrial Products
INE0JWV01011,DENEERS,nan,De Neers Tools,Industrial Products,Iron & Steel Products
INE661I01014,BGRENERGY,nan,BGR Energy Sys.,Construction,Civil Construction
INE0G1D01014,MEGAFLEX,nan,Mega Flex Plast.,Industrial Products,Packaging
INE669A01022,INFOMEDIA,nan,Infomedia Press,Printing & Publication,Printing & Publication
INE470Y01017,NIACL,nan,New India Assura,Insurance,General Insurance
INE765G01017,ICICIGI,nan,ICICI Lombard,Insurance,General Insurance
INE524L01026,KRIDHANINF,nan,Kridhan Infra,Construction,Civil Construction
INE0OK701014,NIRMAN,nan,Nirman Agri,Agricultural Food & other Products,Other Agricultural Products
INE911B01018,TCIFINANCE,nan,TCI Finance,Finance,Non Banking Financial Company (NBFC)
INE925S01012,PERFECT,nan,Perfect Infraeng,Electrical Equipment,Other Electrical Equipment
INE080B01012,KOHINOOR,nan,Kohinoor Foods,Agricultural Food & other Products,Other Agricultural Products
INE0PMR01017,AKIKO,nan,Akiko,Finance,Other Financial Services
INE153A01019,MTNL,nan,M T N L,Telecom - Services,Telecom - Cellular & Fixed line services
INE330H01018,RCOM,nan,Reliance Communi,Telecom - Services,Telecom - Cellular & Fixed line services
INE232I01014,SPARC,nan,SPARC,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE0TNW01017,QUESTLAB,nan,Quest Laborato.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE277C01012,REGENCERAM,nan,Regency Ceramics,Consumer Durables,Ceramics
